entry	name	class	subclass	quality	displayId	inventoryType	reqLevel	itemLevel
1086440	Improved Raincaster Drape	4	1	2	62696	16	0	58
1086441	Improved Raincaster Drape	4	1	2	62696	16	0	58
1086442	Improved Raincaster Drape	4	1	2	62696	16	0	58
1086443	Raincaster Drape of Power	4	1	3	62697	16	0	58
1086444	Raincaster Drape of Power	4	1	3	62697	16	0	58
1086445	Raincaster Drape of Glory	4	1	4	62698	16	0	58
1086446	Raincaster Drape of Glory	4	1	4	62698	16	0	58
1086447	Raincaster Drape of the Gods	4	1	5	62699	16	0	58
1086448	Rise of the Machines' Raincaster Drape	4	1	5	62699	16	0	58
1086449	Improved Basaltscale Armor	4	3	2	62700	5	0	58
1086450	Improved Basaltscale Armor	4	3	2	62700	5	0	58
1086451	Improved Basaltscale Armor	4	3	2	62700	5	0	58
1086452	Improved Basaltscale Armor	4	3	2	62700	5	0	58
1086453	Improved Basaltscale Armor	4	3	2	62700	5	0	58
1086454	Basaltscale Armor of Power	4	3	3	62701	5	0	58
1086455	Basaltscale Armor of Power	4	3	3	62701	5	0	58
1086456	Basaltscale Armor of Glory	4	3	4	62702	5	0	58
1086457	Basaltscale Armor of Glory	4	3	4	62702	5	0	58
1086458	Basaltscale Armor of the Gods	4	3	5	62703	5	0	58
1086459	Rise of the Machines' Basaltscale Armor	4	3	5	62703	5	0	58
1086460	Improved Lavaplate Gauntlets	4	4	2	62704	10	0	58
1086461	Improved Lavaplate Gauntlets	4	4	2	62704	10	0	58
1086462	Improved Lavaplate Gauntlets	4	4	2	62704	10	0	58
1086463	Improved Lavaplate Gauntlets	4	4	2	62704	10	0	58
1086464	Lavaplate Gauntlets of Power	4	4	3	62705	10	0	58
1086465	Lavaplate Gauntlets of Power	4	4	3	62705	10	0	58
1086466	Lavaplate Gauntlets of Glory	4	4	4	62706	10	0	58
1086467	Lavaplate Gauntlets of Glory	4	4	4	62706	10	0	58
1086468	Lavaplate Gauntlets of the Gods	4	4	5	62707	10	0	58
1086469	Rise of the Machines' Lavaplate Gauntlets	4	4	5	62707	10	0	58
1086470	Improved Swiftstrike Cudgel	2	4	2	62708	21	0	55
1086471	Improved Swiftstrike Cudgel	2	4	2	62708	21	0	55
1086472	Improved Swiftstrike Cudgel	2	4	2	62708	21	0	55
1086473	Improved Swiftstrike Cudgel	2	4	2	62708	21	0	55
1086474	Improved Swiftstrike Cudgel	2	4	2	62708	21	0	55
1086475	Swiftstrike Cudgel of Power	2	4	3	62709	21	0	55
1086476	Swiftstrike Cudgel of Power	2	4	3	62709	21	0	55
1086477	Swiftstrike Cudgel of Glory	2	4	4	62710	21	0	55
1086478	Swiftstrike Cudgel of Glory	2	4	4	62710	21	0	55
1086479	Swiftstrike Cudgel of the Gods	2	4	5	62711	21	0	55
1086480	Hurley Blackbreath's Swiftstrike Cudgel	2	4	5	62711	21	0	55
1086481	Improved Limb Cleaver	2	1	2	62712	17	0	55
1086482	Improved Limb Cleaver	2	1	2	62712	17	0	55
1086483	Improved Limb Cleaver	2	1	2	62712	17	0	55
1086484	Improved Limb Cleaver	2	1	2	62712	17	0	55
1086485	Limb Cleaver of Power	2	1	3	62713	17	0	55
1086486	Limb Cleaver of Power	2	1	3	62713	17	0	55
1086487	Limb Cleaver of Glory	2	1	4	62714	17	0	55
1086488	Limb Cleaver of Glory	2	1	4	62714	17	0	55
1086489	Limb Cleaver of the Gods	2	1	5	62715	17	0	55
1086490	Hurley Blackbreath's Limb Cleaver	2	1	5	62715	17	0	55
1086491	Improved Conqueror's Medallion	4	0	3	4841	2	0	58
1086492	Improved Conqueror's Medallion	4	0	3	4841	2	0	58
1086493	Improved Conqueror's Medallion	4	0	3	4841	2	0	58
1086494	Improved Conqueror's Medallion	4	0	3	4841	2	0	58
1086495	Improved Conqueror's Medallion	4	0	3	4841	2	0	58
1086496	Conqueror's Medallion of Power	4	0	3	4841	2	0	58
1086497	Conqueror's Medallion of Power	4	0	3	4841	2	0	58
1086498	Conqueror's Medallion of Glory	4	0	4	4841	2	0	58
1086499	Conqueror's Medallion of Glory	4	0	4	4841	2	0	58
1086500	Conqueror's Medallion of the Gods	4	0	5	4841	2	0	58
1086501	Operation: Death to Angerforge's Conqueror's Medallion	4	0	5	4841	2	0	58
1086502	Improved Rancor Boots	4	1	2	62716	8	0	53
1086503	Improved Rancor Boots	4	1	2	62716	8	0	53
1086504	Improved Rancor Boots	4	1	2	62716	8	0	53
1086505	Improved Rancor Boots	4	1	2	62716	8	0	53
1086506	Improved Rancor Boots	4	1	2	62716	8	0	53
1086507	Rancor Boots of Power	4	1	3	62717	8	0	53
1086508	Rancor Boots of Power	4	1	3	62717	8	0	53
1086509	Rancor Boots of Glory	4	1	4	62718	8	0	53
1086510	Rancor Boots of Glory	4	1	4	62718	8	0	53
1086511	Rancor Boots of the Gods	4	1	5	62719	8	0	53
1086512	Ribbly Screwspigot's Rancor Boots	4	1	5	62719	8	0	53
1086513	Improved Penance Spaulders	4	2	2	62720	3	0	53
1086514	Improved Penance Spaulders	4	2	2	62720	3	0	53
1086515	Improved Penance Spaulders	4	2	2	62720	3	0	53
1086516	Improved Penance Spaulders	4	2	2	62720	3	0	53
1086517	Improved Penance Spaulders	4	2	2	62720	3	0	53
1086518	Penance Spaulders of Power	4	2	3	62721	3	0	53
1086519	Penance Spaulders of Power	4	2	3	62721	3	0	53
1086520	Penance Spaulders of Glory	4	2	4	62722	3	0	53
1086521	Penance Spaulders of Glory	4	2	4	62722	3	0	53
1086522	Penance Spaulders of the Gods	4	2	5	62723	3	0	53
1086523	Ribbly Screwspigot's Penance Spaulders	4	2	5	62723	3	0	53
1086524	Improved Splintsteel Armor	4	3	2	62724	5	0	53
1086525	Improved Splintsteel Armor	4	3	2	62724	5	0	53
1086526	Improved Splintsteel Armor	4	3	2	62724	5	0	53
1086527	Improved Splintsteel Armor	4	3	2	62724	5	0	53
1086528	Improved Splintsteel Armor	4	3	2	62724	5	0	53
1086529	Splintsteel Armor of Power	4	3	3	62725	5	0	53
1086530	Splintsteel Armor of Power	4	3	3	62725	5	0	53
1086531	Splintsteel Armor of Glory	4	3	4	62726	5	0	53
1086532	Splintsteel Armor of Glory	4	3	4	62726	5	0	53
1086533	Splintsteel Armor of the Gods	4	3	5	62727	5	0	53
1086534	Ribbly Screwspigot's Splintsteel Armor	4	3	5	62727	5	0	53
1086535	Improved Manacle Cuffs	4	1	3	62728	9	0	55
1086536	Improved Manacle Cuffs	4	1	3	62728	9	0	55
1086537	Improved Manacle Cuffs	4	1	3	62728	9	0	55
1086538	Improved Manacle Cuffs	4	1	3	62728	9	0	55
1086539	Manacle Cuffs of Power	4	1	3	62729	9	0	55
1086540	Manacle Cuffs of Power	4	1	3	62729	9	0	55
1086541	Manacle Cuffs of Glory	4	1	4	62730	9	0	55
1086542	Manacle Cuffs of Glory	4	1	4	62730	9	0	55
1086543	Manacle Cuffs of the Gods	4	1	5	62731	9	0	55
1086544	Love Potion's Manacle Cuffs	4	1	5	62731	9	0	55
1086545	Improved Nagmara's Whipping Belt	4	2	3	62732	6	0	55
1086546	Improved Nagmara's Whipping Belt	4	2	3	62732	6	0	55
1086547	Improved Nagmara's Whipping Belt	4	2	3	62732	6	0	55
1086548	Improved Nagmara's Whipping Belt	4	2	3	62732	6	0	55
1086549	Improved Nagmara's Whipping Belt	4	2	3	62732	6	0	55
1086550	Nagmara's Whipping Belt of Power	4	2	3	62733	6	0	55
1086551	Nagmara's Whipping Belt of Power	4	2	3	62733	6	0	55
1086552	Nagmara's Whipping Belt of Glory	4	2	4	62734	6	0	55
1086553	Nagmara's Whipping Belt of Glory	4	2	4	62734	6	0	55
1086554	Nagmara's Whipping Belt of the Gods	4	2	5	62735	6	0	55
1086555	Love Potion's Nagmara's Whipping Belt	4	2	5	62735	6	0	55
1086556	Improved Conservator Helm	4	3	2	62736	1	0	54
1086557	Improved Conservator Helm	4	3	2	62736	1	0	54
1086558	Improved Conservator Helm	4	3	2	62736	1	0	54
1086559	Improved Conservator Helm	4	3	2	62736	1	0	54
1086560	Conservator Helm of Power	4	3	3	62737	1	0	54
1086561	Conservator Helm of Power	4	3	3	62737	1	0	54
1086562	Conservator Helm of Glory	4	3	4	62738	1	0	54
1086563	Conservator Helm of Glory	4	3	4	62738	1	0	54
1086564	Conservator Helm of the Gods	4	3	5	62739	1	0	54
1086565	Abandoned Hope's Conservator Helm	4	3	5	62739	1	0	54
1086566	Improved Shieldplate Sabatons	4	4	2	62740	8	0	54
1086567	Improved Shieldplate Sabatons	4	4	2	62740	8	0	54
1086568	Improved Shieldplate Sabatons	4	4	2	62740	8	0	54
1086569	Shieldplate Sabatons of Power	4	4	3	62741	8	0	54
1086570	Shieldplate Sabatons of Power	4	4	3	62741	8	0	54
1086571	Shieldplate Sabatons of Glory	4	4	4	62742	8	0	54
1086572	Shieldplate Sabatons of Glory	4	4	4	62742	8	0	54
1086573	Shieldplate Sabatons of the Gods	4	4	5	62743	8	0	54
1086574	Abandoned Hope's Shieldplate Sabatons	4	4	5	62743	8	0	54
1086575	Improved Windshear Leggings	4	2	2	62744	7	0	54
1086576	Improved Windshear Leggings	4	2	2	62744	7	0	54
1086577	Improved Windshear Leggings	4	2	2	62744	7	0	54
1086578	Improved Windshear Leggings	4	2	2	62744	7	0	54
1086579	Improved Windshear Leggings	4	2	2	62744	7	0	54
1086580	Windshear Leggings of Power	4	2	3	62745	7	0	54
1086581	Windshear Leggings of Power	4	2	3	62745	7	0	54
1086582	Windshear Leggings of Glory	4	2	4	62746	7	0	54
1086583	Windshear Leggings of Glory	4	2	4	62746	7	0	54
1086584	Windshear Leggings of the Gods	4	2	5	62747	7	0	54
1086585	Abandoned Hope's Windshear Leggings	4	2	5	62747	7	0	54
1086586	Improved Ethereal Mist Cape	4	1	2	62748	16	0	56
1086587	Improved Ethereal Mist Cape	4	1	2	62748	16	0	56
1086588	Improved Ethereal Mist Cape	4	1	2	62748	16	0	56
1086589	Improved Ethereal Mist Cape	4	1	2	62748	16	0	56
1086590	Ethereal Mist Cape of Power	4	1	3	62749	16	0	56
1086591	Ethereal Mist Cape of Power	4	1	3	62749	16	0	56
1086592	Ethereal Mist Cape of Glory	4	1	4	62750	16	0	56
1086593	Ethereal Mist Cape of Glory	4	1	4	62750	16	0	56
1086594	Ethereal Mist Cape of the Gods	4	1	5	62751	16	0	56
1086595	Ancient Spirit's Ethereal Mist Cape	4	1	5	62751	16	0	56
1086596	Improved Clouddrift Mantle	4	2	2	62752	3	0	56
1086597	Improved Clouddrift Mantle	4	2	2	62752	3	0	56
1086598	Improved Clouddrift Mantle	4	2	2	62752	3	0	56
1086599	Improved Clouddrift Mantle	4	2	2	62752	3	0	56
1086600	Improved Clouddrift Mantle	4	2	2	62752	3	0	56
1086601	Clouddrift Mantle of Power	4	2	3	62753	3	0	56
1086602	Clouddrift Mantle of Power	4	2	3	62753	3	0	56
1086603	Clouddrift Mantle of Glory	4	2	4	62754	3	0	56
1086604	Clouddrift Mantle of Glory	4	2	4	62754	3	0	56
1086605	Clouddrift Mantle of the Gods	4	2	5	62755	3	0	56
1086606	Ancient Spirit's Clouddrift Mantle	4	2	5	62755	3	0	56
1086607	Improved Ceremonial Elven Blade	2	15	2	62756	13	0	45
1086608	Improved Ceremonial Elven Blade	2	15	2	62756	13	0	45
1086609	Ceremonial Elven Blade of Power	2	15	3	62757	13	0	45
1086610	Ceremonial Elven Blade of Power	2	15	3	62757	13	0	45
1086611	Ceremonial Elven Blade of Glory	2	15	4	62758	13	0	45
1086612	Ceremonial Elven Blade of Glory	2	15	4	62758	13	0	45
1086613	Ceremonial Elven Blade of the Gods	2	15	5	62759	13	0	45
1086614	A Hero's Welcome's Ceremonial Elven Blade	2	15	5	62759	13	0	45
1086615	Improved Sanctimonial Rod	2	10	2	62760	17	0	46
1086616	Improved Sanctimonial Rod	2	10	2	62760	17	0	46
1086617	Improved Sanctimonial Rod	2	10	2	62760	17	0	46
1086618	Improved Sanctimonial Rod	2	10	2	62760	17	0	46
1086619	Sanctimonial Rod of Power	2	10	3	62761	17	0	46
1086620	Sanctimonial Rod of Power	2	10	3	62761	17	0	46
1086621	Sanctimonial Rod of Glory	2	10	4	62762	17	0	46
1086622	Sanctimonial Rod of Glory	2	10	4	62762	17	0	46
1086623	Sanctimonial Rod of the Gods	2	10	5	62763	17	0	46
1086624	A Hero's Welcome's Sanctimonial Rod	2	10	5	62763	17	0	46
1086625	Improved Plainstalker Tunic	4	2	2	62764	5	0	56
1086626	Improved Plainstalker Tunic	4	2	2	62764	5	0	56
1086627	Plainstalker Tunic of Power	4	2	3	62765	5	0	56
1086628	Plainstalker Tunic of Power	4	2	3	62765	5	0	56
1086629	Plainstalker Tunic of Glory	4	2	4	62766	5	0	56
1086630	Plainstalker Tunic of Glory	4	2	4	62766	5	0	56
1086631	Plainstalker Tunic of the Gods	4	2	5	62767	5	0	56
1086632	Bait for Lar'korwi's Plainstalker Tunic	4	2	5	62767	5	0	56
1086633	Improved Outrider Leggings	4	3	2	62768	7	0	56
1086634	Improved Outrider Leggings	4	3	2	62768	7	0	56
1086635	Improved Outrider Leggings	4	3	2	62768	7	0	56
1086636	Improved Outrider Leggings	4	3	2	62768	7	0	56
1086637	Improved Outrider Leggings	4	3	2	62768	7	0	56
1086638	Outrider Leggings of Power	4	3	3	62769	7	0	56
1086639	Outrider Leggings of Power	4	3	3	62769	7	0	56
1086640	Outrider Leggings of Glory	4	3	4	62770	7	0	56
1086641	Outrider Leggings of Glory	4	3	4	62770	7	0	56
1086642	Outrider Leggings of the Gods	4	3	5	62771	7	0	56
1086643	Bait for Lar'korwi's Outrider Leggings	4	3	5	62771	7	0	56
1086644	Improved White Bone Band	4	0	2	6486	11	0	52
1086645	Improved White Bone Band	4	0	2	6486	11	0	52
1086646	Improved White Bone Band	4	0	2	6486	11	0	52
1086647	Improved White Bone Band	4	0	2	6486	11	0	52
1086648	Improved White Bone Band	4	0	2	6486	11	0	52
1086649	White Bone Band of Power	4	0	3	6486	11	0	52
1086650	White Bone Band of Power	4	0	3	6486	11	0	52
1086651	White Bone Band of Glory	4	0	4	6486	11	0	52
1086652	White Bone Band of Glory	4	0	4	6486	11	0	52
1086653	White Bone Band of the Gods	4	0	5	6486	11	0	52
1086654	Bone-Bladed Weapons' White Bone Band	4	0	5	6486	11	0	52
1086655	Improved White Bone Shredder	2	13	2	62772	22	0	52
1086656	Improved White Bone Shredder	2	13	2	62772	22	0	52
1086657	Improved White Bone Shredder	2	13	2	62772	22	0	52
1086658	White Bone Shredder of Power	2	13	3	62773	22	0	52
1086659	White Bone Shredder of Power	2	13	3	62773	22	0	52
1086660	White Bone Shredder of Glory	2	13	4	62774	22	0	52
1086661	White Bone Shredder of Glory	2	13	4	62774	22	0	52
1086662	White Bone Shredder of the Gods	2	13	5	62775	22	0	52
1086663	Bone-Bladed Weapons' White Bone Shredder	2	13	5	62775	22	0	52
1086664	Improved White Bone Spear	2	6	2	62776	17	0	52
1086665	Improved White Bone Spear	2	6	2	62776	17	0	52
1086666	Improved White Bone Spear	2	6	2	62776	17	0	52
1086667	White Bone Spear of Power	2	6	3	62777	17	0	52
1086668	White Bone Spear of Power	2	6	3	62777	17	0	52
1086669	White Bone Spear of Glory	2	6	4	62778	17	0	52
1086670	White Bone Spear of Glory	2	6	4	62778	17	0	52
1086671	White Bone Spear of the Gods	2	6	5	62779	17	0	52
1086672	Bone-Bladed Weapons' White Bone Spear	2	6	5	62779	17	0	52
1086673	Improved Beastsmasher	2	4	2	62780	21	0	55
1086674	Improved Beastsmasher	2	4	2	62780	21	0	55
1086675	Improved Beastsmasher	2	4	2	62780	21	0	55
1086676	Improved Beastsmasher	2	4	2	62780	21	0	55
1086677	Improved Beastsmasher	2	4	2	62780	21	0	55
1086678	Beastsmasher of Power	2	4	3	62781	21	0	55
1086679	Beastsmasher of Power	2	4	3	62781	21	0	55
1086680	Beastsmasher of Glory	2	4	4	62782	21	0	55
1086681	Beastsmasher of Glory	2	4	4	62782	21	0	55
1086682	Beastsmasher of the Gods	2	4	5	62783	21	0	55
1086683	Mighty U'cha's Beastsmasher	2	4	5	62783	21	0	55
1086684	Improved Beastslayer	2	1	2	62784	17	0	55
1086685	Improved Beastslayer	2	1	2	62784	17	0	55
1086686	Improved Beastslayer	2	1	2	62784	17	0	55
1086687	Improved Beastslayer	2	1	2	62784	17	0	55
1086688	Improved Beastslayer	2	1	2	62784	17	0	55
1086689	Beastslayer of Power	2	1	3	62785	17	0	55
1086690	Beastslayer of Power	2	1	3	62785	17	0	55
1086691	Beastslayer of Glory	2	1	4	62786	17	0	55
1086692	Beastslayer of Glory	2	1	4	62786	17	0	55
1086693	Beastslayer of the Gods	2	1	5	62787	17	0	55
1086694	Mighty U'cha's Beastslayer	2	1	5	62787	17	0	55
1086695	Improved Ward of the Elements	4	0	2	22037	12	0	60
1086696	Improved Ward of the Elements	4	0	2	22037	12	0	60
1086697	Improved Ward of the Elements	4	0	2	22037	12	0	60
1086698	Improved Ward of the Elements	4	0	2	22037	12	0	60
1086699	Improved Ward of the Elements	4	0	2	22037	12	0	60
1086700	Ward of the Elements of Power	4	0	3	22037	12	0	60
1086701	Ward of the Elements of Power	4	0	3	22037	12	0	60
1086702	Ward of the Elements of Glory	4	0	4	22037	12	0	60
1086703	Ward of the Elements of Glory	4	0	4	22037	12	0	60
1086704	Ward of the Elements of the Gods	4	0	5	22037	12	0	60
1086705	Jail Break!'s Ward of the Elements	4	0	5	22037	12	0	60
1086706	Improved Blade of Reckoning	2	7	2	62788	13	0	60
1086707	Improved Blade of Reckoning	2	7	2	62788	13	0	60
1086708	Improved Blade of Reckoning	2	7	2	62788	13	0	60
1086709	Improved Blade of Reckoning	2	7	2	62788	13	0	60
1086710	Improved Blade of Reckoning	2	7	2	62788	13	0	60
1086711	Blade of Reckoning of Power	2	7	3	62789	13	0	60
1086712	Blade of Reckoning of Power	2	7	3	62789	13	0	60
1086713	Blade of Reckoning of Glory	2	7	4	62790	13	0	60
1086714	Blade of Reckoning of Glory	2	7	4	62790	13	0	60
1086715	Blade of Reckoning of the Gods	2	7	5	62791	13	0	60
1086716	Jail Break!'s Blade of Reckoning	2	7	5	62791	13	0	60
1086717	Improved Skilled Fighting Blade	2	15	2	62792	13	0	60
1086718	Improved Skilled Fighting Blade	2	15	2	62792	13	0	60
1086719	Improved Skilled Fighting Blade	2	15	2	62792	13	0	60
1086720	Improved Skilled Fighting Blade	2	15	2	62792	13	0	60
1086721	Improved Skilled Fighting Blade	2	15	2	62792	13	0	60
1086722	Skilled Fighting Blade of Power	2	15	3	62793	13	0	60
1086723	Skilled Fighting Blade of Power	2	15	3	62793	13	0	60
1086724	Skilled Fighting Blade of Glory	2	15	4	62794	13	0	60
1086725	Skilled Fighting Blade of Glory	2	15	4	62794	13	0	60
1086726	Skilled Fighting Blade of the Gods	2	15	5	62795	13	0	60
1086727	Jail Break!'s Skilled Fighting Blade	2	15	5	62795	13	0	60
1086728	Improved Magni's Will	4	0	3	9837	11	0	60
1086729	Improved Magni's Will	4	0	3	9837	11	0	60
1086730	Magni's Will of Power	4	0	3	9837	11	0	60
1086731	Magni's Will of Power	4	0	3	9837	11	0	60
1086732	Magni's Will of Glory	4	0	4	9837	11	0	60
1086733	Magni's Will of Glory	4	0	4	9837	11	0	60
1086734	Magni's Will of the Gods	4	0	5	9837	11	0	60
1086735	Princess's Surprise's Magni's Will	4	0	5	9837	11	0	60
1086736	Improved Songstone of Ironforge	4	0	3	9837	11	0	60
1086737	Improved Songstone of Ironforge	4	0	3	9837	11	0	60
1086738	Songstone of Ironforge of Power	4	0	3	9837	11	0	60
1086739	Songstone of Ironforge of Power	4	0	3	9837	11	0	60
1086740	Songstone of Ironforge of Glory	4	0	4	9837	11	0	60
1086741	Songstone of Ironforge of Glory	4	0	4	9837	11	0	60
1086742	Songstone of Ironforge of the Gods	4	0	5	9837	11	0	60
1086743	Princess's Surprise's Songstone of Ironforge	4	0	5	9837	11	0	60
1086744	Improved Charged Lightning Rod	2	19	2	62796	26	0	46
1086745	Improved Charged Lightning Rod	2	19	2	62796	26	0	46
1086746	Improved Charged Lightning Rod	2	19	2	62796	26	0	46
1086747	Improved Charged Lightning Rod	2	19	2	62796	26	0	46
1086748	Improved Charged Lightning Rod	2	19	2	62796	26	0	46
1086749	Charged Lightning Rod of Power	2	19	3	62797	26	0	46
1086750	Charged Lightning Rod of Power	2	19	3	62797	26	0	46
1086751	Charged Lightning Rod of Glory	2	19	4	62798	26	0	46
1086752	Charged Lightning Rod of Glory	2	19	4	62798	26	0	46
1086753	Charged Lightning Rod of the Gods	2	19	5	62799	26	0	46
1086754	Ledger from Tanaris' Charged Lightning Rod	2	19	5	62799	26	0	46
1086755	Improved Girdle of Reprisal	4	3	2	62800	6	0	46
1086756	Improved Girdle of Reprisal	4	3	2	62800	6	0	46
1086757	Improved Girdle of Reprisal	4	3	2	62800	6	0	46
1086758	Improved Girdle of Reprisal	4	3	2	62800	6	0	46
1086759	Girdle of Reprisal of Power	4	3	3	62801	6	0	46
1086760	Girdle of Reprisal of Power	4	3	3	62801	6	0	46
1086761	Girdle of Reprisal of Glory	4	3	4	62802	6	0	46
1086762	Girdle of Reprisal of Glory	4	3	4	62802	6	0	46
1086763	Girdle of Reprisal of the Gods	4	3	5	62803	6	0	46
1086764	Ledger from Tanaris' Girdle of Reprisal	4	3	5	62803	6	0	46
1086765	Improved Bejeweled Legguards	4	4	2	62804	7	0	55
1086766	Improved Bejeweled Legguards	4	4	2	62804	7	0	55
1086767	Improved Bejeweled Legguards	4	4	2	62804	7	0	55
1086768	Bejeweled Legguards of Power	4	4	3	62805	7	0	55
1086769	Bejeweled Legguards of Power	4	4	3	62805	7	0	55
1086770	Bejeweled Legguards of Glory	4	4	4	62806	7	0	55
1086771	Bejeweled Legguards of Glory	4	4	4	62806	7	0	55
1086772	Bejeweled Legguards of the Gods	4	4	5	62807	7	0	55
1086773	A Little Help From My Friends' Bejeweled Legguards	4	4	5	62807	7	0	55
1086774	Improved Treetop Leggings	4	1	2	62808	7	0	55
1086775	Improved Treetop Leggings	4	1	2	62808	7	0	55
1086776	Improved Treetop Leggings	4	1	2	62808	7	0	55
1086777	Improved Treetop Leggings	4	1	2	62808	7	0	55
1086778	Improved Treetop Leggings	4	1	2	62808	7	0	55
1086779	Treetop Leggings of Power	4	1	3	62809	7	0	55
1086780	Treetop Leggings of Power	4	1	3	62809	7	0	55
1086781	Treetop Leggings of Glory	4	1	4	62810	7	0	55
1086782	Treetop Leggings of Glory	4	1	4	62810	7	0	55
1086783	Treetop Leggings of the Gods	4	1	5	62811	7	0	55
1086784	A Little Help From My Friends' Treetop Leggings	4	1	5	62811	7	0	55
1086785	Improved Clayridge Helm	4	3	2	62812	1	0	55
1086786	Improved Clayridge Helm	4	3	2	62812	1	0	55
1086787	Improved Clayridge Helm	4	3	2	62812	1	0	55
1086788	Improved Clayridge Helm	4	3	2	62812	1	0	55
1086789	Improved Clayridge Helm	4	3	2	62812	1	0	55
1086790	Clayridge Helm of Power	4	3	3	62813	1	0	55
1086791	Clayridge Helm of Power	4	3	3	62813	1	0	55
1086792	Clayridge Helm of Glory	4	3	4	62814	1	0	55
1086793	Clayridge Helm of Glory	4	3	4	62814	1	0	55
1086794	Clayridge Helm of the Gods	4	3	5	62815	1	0	55
1086795	A Little Help From My Friends' Clayridge Helm	4	3	5	62815	1	0	55
1086796	Improved Grotslab Gloves	4	3	2	62816	10	0	55
1086797	Improved Grotslab Gloves	4	3	2	62816	10	0	55
1086798	Improved Grotslab Gloves	4	3	2	62816	10	0	55
1086799	Improved Grotslab Gloves	4	3	2	62816	10	0	55
1086800	Improved Grotslab Gloves	4	3	2	62816	10	0	55
1086801	Grotslab Gloves of Power	4	3	3	62817	10	0	55
1086802	Grotslab Gloves of Power	4	3	3	62817	10	0	55
1086803	Grotslab Gloves of Glory	4	3	4	62818	10	0	55
1086804	Grotslab Gloves of Glory	4	3	4	62818	10	0	55
1086805	Grotslab Gloves of the Gods	4	3	5	62819	10	0	55
1086806	Beware of Pterrordax's Grotslab Gloves	4	3	5	62819	10	0	55
1086807	Improved Cragplate Greaves	4	4	2	62820	8	0	55
1086808	Improved Cragplate Greaves	4	4	2	62820	8	0	55
1086809	Improved Cragplate Greaves	4	4	2	62820	8	0	55
1086810	Improved Cragplate Greaves	4	4	2	62820	8	0	55
1086811	Cragplate Greaves of Power	4	4	3	62821	8	0	55
1086812	Cragplate Greaves of Power	4	4	3	62821	8	0	55
1086813	Cragplate Greaves of Glory	4	4	4	62822	8	0	55
1086814	Cragplate Greaves of Glory	4	4	4	62822	8	0	55
1086815	Cragplate Greaves of the Gods	4	4	5	62823	8	0	55
1086816	Beware of Pterrordax's Cragplate Greaves	4	4	5	62823	8	0	55
1086817	Improved Shizzle's Drizzle Blocker	4	6	2	62824	14	0	55
1086818	Improved Shizzle's Drizzle Blocker	4	6	2	62824	14	0	55
1086819	Improved Shizzle's Drizzle Blocker	4	6	2	62824	14	0	55
1086820	Shizzle's Drizzle Blocker of Power	4	6	3	62825	14	0	55
1086821	Shizzle's Drizzle Blocker of Power	4	6	3	62825	14	0	55
1086822	Shizzle's Drizzle Blocker of Glory	4	6	4	62826	14	0	55
1086823	Shizzle's Drizzle Blocker of Glory	4	6	4	62826	14	0	55
1086824	Shizzle's Drizzle Blocker of the Gods	4	6	5	62827	14	0	55
1086825	Shizzle's Drizzle Blocker of Legend	4	6	5	62827	14	0	55
1086826	Improved Shizzle's Muzzle	4	2	2	62828	3	0	55
1086827	Improved Shizzle's Muzzle	4	2	2	62828	3	0	55
1086828	Improved Shizzle's Muzzle	4	2	2	62828	3	0	55
1086829	Improved Shizzle's Muzzle	4	2	2	62828	3	0	55
1086830	Improved Shizzle's Muzzle	4	2	2	62828	3	0	55
1086831	Shizzle's Muzzle of Power	4	2	3	62829	3	0	55
1086832	Shizzle's Muzzle of Power	4	2	3	62829	3	0	55
1086833	Shizzle's Muzzle of Glory	4	2	4	62830	3	0	55
1086834	Shizzle's Muzzle of Glory	4	2	4	62830	3	0	55
1086835	Shizzle's Muzzle of the Gods	4	2	5	62831	3	0	55
1086836	Shizzle's Muzzle of Legend	4	2	5	62831	3	0	55
1086837	Improved Shizzle's Nozzle Wiper	4	1	2	62832	9	0	55
1086838	Shizzle's Nozzle Wiper of Power	4	1	3	62833	9	0	55
1086839	Shizzle's Nozzle Wiper of Power	4	1	3	62833	9	0	55
1086840	Shizzle's Nozzle Wiper of Glory	4	1	4	62834	9	0	55
1086841	Shizzle's Nozzle Wiper of Glory	4	1	4	62834	9	0	55
1086842	Shizzle's Nozzle Wiper of the Gods	4	1	5	62835	9	0	55
1086843	Shizzle's Nozzle Wiper of Legend	4	1	5	62835	9	0	55
1086844	Improved Oblivion Orb	4	0	2	62836	23	0	54
1086845	Improved Oblivion Orb	4	0	2	62836	23	0	54
1086846	Improved Oblivion Orb	4	0	2	62836	23	0	54
1086847	Improved Oblivion Orb	4	0	2	62836	23	0	54
1086848	Oblivion Orb of Power	4	0	3	62837	23	0	54
1086849	Oblivion Orb of Power	4	0	3	62837	23	0	54
1086850	Oblivion Orb of Glory	4	0	4	62838	23	0	54
1086851	Oblivion Orb of Glory	4	0	4	62838	23	0	54
1086852	Oblivion Orb of the Gods	4	0	5	62839	23	0	54
1086853	Calm Before the Storm's Oblivion Orb	4	0	5	62839	23	0	54
1086854	Improved Snarkshaw Spaulders	4	2	2	62840	3	0	54
1086855	Improved Snarkshaw Spaulders	4	2	2	62840	3	0	54
1086856	Improved Snarkshaw Spaulders	4	2	2	62840	3	0	54
1086857	Snarkshaw Spaulders of Power	4	2	3	62841	3	0	54
