entry	name	subname	level_min	level_max	rank	type	display_id	display_scale
8363	Shadi Mistrunner	Trade Goods Supplier	30	30	0	7	7628	1.25
8364	Pakwa	Bag Vendor	30	30	0	7	7627	1.25
8376	Mechanical Chicken		1	1	0	1	7920	0
8377	Ahdi of Shadow Hall		47	47	0	7	7589	1
8378	Alexandra Blazen		45	45	0	7	7590	0
8379	Archmage Xylem		60	60	0	7	7591	0
8380	Captain Vanessa Beltis		50	50	0	7	7592	0
8381	Lindros		47	47	0	7	7593	0
8382	Patrick Mills		46	46	0	7	7594	0
8383	Master Wood		60	60	1	7	7673	0
8384	Deep Lurker		47	49	1	4	631	0
8385	Mura Runetotem		22	22	0	7	7615	1.25
8386	Horizon Scout Crewman		42	42	0	7	7595	0
8387	Horizon Scout First Mate		43	43	0	7	7605	0
8388	Horizon Scout Cook		42	42	0	7	7606	0
8389	Horizon Scout Engineer		42	42	0	7	7609	0
8390	Chemist Cuely		30	30	0	7	7597	0
8391	Lathoric the Black		52	52	1	7	7764	0
8392	Pilot Xiggs Fuselighter		45	45	0	7	7598	0
8393	Thersa Windsong		45	45	0	7	7599	1.25
8394	Roland Geardabbler		43	43	0	7	7600	0
8395	Sanath Lim-yo		50	50	0	7	7604	0
8396	Sentinel Dalia Sunblade		44	44	0	7	7602	0
8397	Sentinel Keldara Sunblade		44	44	0	7	7603	0
8398	Ohanko	Two Handed Weapon Merchant	30	30	0	7	10689	1.35
8399	Nyrill	Xylem's Apprentice	39	39	0	7	7614	0
8400	Obsidion		52	52	1	4	13929	0
8401	Halpa	Prairie Dog Vendor	30	30	0	7	7629	1.35
8402	Enslaved Archaeologist		46	47	0	7	7751	0
8403	Jeremiah Payson	Cockroach Vendor	30	30	0	7	7632	0
8404	Xan'tish	Snake Vendor	30	30	0	7	7631	0
8405	Ogtinc		45	45	0	7	1012	0
8406	Or'lin Oakenfist		50	50	0	7	7618	1
8407	Makron the Corrupt		53	53	0	3	2020	1
8408	Warlord Krellian		55	55	0	7	11271	0
8409	Caravan Master Tset		53	53	0	7	4765	0
8416	Felix Whindlebolt		2	2	0	7	7852	1.09
8417	Dying Archaeologist		46	47	0	7	7758	0
8418	Falla Sagewind		25	25	0	7	7870	1.25
8419	Twilight Idolater		49	51	1	7	7729	0
8420	Kim'jael		46	46	0	7	7670	0
8421	Dorius		50	50	0	7	7759	0
8436	Zamael Lunthistle		50	50	0	7	7749	0
8437	Hakkari Minion		45	46	0	10	4768	0
8438	Hakkari Bloodkeeper		49	50	1	10	7829	0
8439	Nilith Lokrav		48	48	0	7	7834	0
8440	Shade of Hakkar		49	50	1	10	7690	0
8441	Raze	Nilith's Guardian	48	48	0	4	10905	0
8442	Shadowsilk Poacher	The Undermarket	47	50	0	7	7810	0
8443	Avatar of Hakkar		50	50	1	10	8053	0
8444	Trade Master Kovic	The Undermarket	50	50	0	7	7795	1.15
8446	Xiggs Fuselighter's Flyingmachine		45	45	0	7	8011	0
8447	Clunk	The Undermarket	48	48	1	9	6569	0
8477	Skeletal Servant		57	58	0	6	7846	0
8478	Second Mate Shandril		43	43	0	7	7802	0
8479	Kalaran Windblade		55	55	1	2	7820	0
8480	Kalaran the Deceiver		55	55	1	2	6378	0
8496	Liv Rizzlefix	Workshop Assistant	17	17	0	7	7909	0
8497	Nightmare Suppressor		49	50	1	2	7974	0
8498	TEST Uber Night Elf		1	1	0	7	4216	1
8499	TEST Uber Succubus		1	1	0	3	159	1
8500	TEST Uber Abomination		1	1	1	6	1693	1
8501	TEST Uber Crypt Fiend		1	1	0	6	3004	1
8502	TEST Uber Human		1	1	1	7	2041	1
8503	Gibblewilt		11	11	4	7	7807	1.15
8504	Dark Iron Sentry		48	48	1	7	7814	0
8505	Hex of Jammal'an		1	1	0	7	7803	1
8506	Eranikus the Chained		1	1	0	2	7804	0
8507	Tymor		35	35	0	7	7805	0
8508	Gretta Ganter	Fisherman Supplies	10	10	0	7	7808	0
8509	Squire Maltrake		52	52	0	7	7842	0
8510	Atal'ai Totem		51	51	0	11	2420	1
8516	Belnistrasz		36	36	0	7	7851	0
8517	Xiggs Fuselighter		45	45	0	7	7598	0
8518	Rynthariel the Keymaster		29	29	1	7	12043	0
8519	Blighted Surge		54	55	0	4	5497	0
8520	Plague Ravager		55	56	0	4	5563	0
8521	Blighted Horror		56	57	0	4	11171	0
8522	Plague Monstrosity		57	58	0	4	11172	0
8523	Scourge Soldier		53	54	0	6	5231	0
8524	Cursed Mage		54	55	0	6	11397	0
8525	Scourge Warder		55	56	0	6	612	0
8526	Dark Caster		56	57	0	6	9788	0
8527	Scourge Guard		57	58	0	6	370	0
8528	Dread Weaver		58	59	0	6	11396	0
8529	Scourge Champion		59	60	0	6	7847	0
8530	Cannibal Ghoul		54	55	0	6	10626	0
8531	Gibbering Ghoul		56	57	0	6	10487	0
8532	Diseased Flayer		58	59	0	6	571	0
8534	Putrid Gargoyle		54	56	0	6	7854	0
8535	Putrid Shrieker		56	58	0	6	7855	0
8536	Putrid Slayer		58	60	0	6	7856	1
8537	Interloper		42	43	0	6	4870	1
8538	Unseen Servant		55	56	0	6	4629	0
8539	Eyeless Watcher		57	58	0	6	7857	0
8540	Torn Screamer		53	55	0	6	984	0
8541	Hate Shrieker		55	57	0	6	10751	0
8542	Death Singer		57	59	0	6	8783	0
8543	Stitched Horror		57	58	0	6	1693	0
8544	Gangled Golem		58	59	0	6	10613	0
8545	Abomination		59	60	0	6	7858	0
8546	Dark Adept	Cult of the Damned	58	59	0	7	10408	0
8547	Death Cultist	Cult of the Damned	53	54	0	7	10391	0
8548	Vile Tutor	Cult of the Damned	56	57	0	7	10953	0
8549	[UNUSED] Acolyte	Cult of the Damned	57	58	0	7	2582	1
8550	Shadowmage	Cult of the Damned	59	60	0	7	10421	0
8551	Dark Summoner	Cult of the Damned	55	56	0	7	10417	0
8552	Necrolyte	Cult of the Damned	54	55	0	6	10383	1
8553	Necromancer	Cult of the Damned	54	55	0	7	10427	0
8554	Chief Sharptusk Thornmantle		5	5	0	7	1346	0
8555	Crypt Fiend		53	54	0	6	3004	0
8556	Crypt Walker		55	56	0	6	11178	0
8557	Crypt Horror		57	58	0	6	6841	0
8558	Crypt Slayer		58	59	0	6	9758	0
8559	Undead Nerubian		60	61	0	6	3004	1
8560	Mossflayer Scout		57	58	0	7	10442	0
8561	Mossflayer Shadowhunter		58	59	0	7	10438	0
8562	Mossflayer Cannibal		57	59	0	7	10434	0
8563	Woodsman		58	59	0	7	10382	0
8564	Ranger		59	60	0	7	10379	0
8565	Pathstrider		57	58	0	7	10381	0
8566	Dark Iron Lookout		47	48	0	7	7865	0
8567	Glutton		40	40	1	6	7864	0
8576	Ag'tor Bloodfist		45	45	0	7	7871	0
8578	Magus Rimtori		55	55	0	7	7872	0
8579	Yeh'kinya		41	41	0	7	7902	0
8580	Atal'alarion	Guardian of the Idol	50	50	1	7	7873	0
8581	Blood Elf Defender		51	51	0	7	7874	0
8582	Kadrak		31	31	0	7	7889	0
8583	Dirania Silvershine		8	8	0	7	7895	0
8584	Iverron		5	5	0	7	7901	0
8585	Frost Spectre		41	41	0	6	146	0
8586	Haggrum Bloodfist		45	45	0	7	7875	0
8587	Jediga		49	49	0	7	7876	0
8588	Umbranse the Spiritspeaker		50	50	0	7	9757	0
8596	Plaguehound Runt		53	54	0	3	7890	0
8597	Plaguehound		55	56	0	3	7891	0
8598	Frenzied Plaguehound		57	58	0	3	9022	0
8599	Plaguehound Mastiff		43	44	0	3	7893	1
8600	Plaguebat		53	55	0	1	7894	0.66
8601	Noxious Plaguebat		54	56	0	1	7896	0
8602	Monstrous Plaguebat		56	58	0	1	7897	0
8603	Carrion Grub		54	55	0	1	7898	0
8605	Carrion Devourer		56	57	0	1	7900	0
8606	Living Decay		55	56	0	10	681	0
8607	Rotting Sludge		54	55	0	10	11141	0
8608	Angered Infernal		52	53	0	3	10905	0
8609	Alexandra Constantine	Gryphon Master	55	55	1	7	7905	0
8610	Kroum	Wind Rider Master	55	55	1	7	7904	0
8611	Idol Room Spawner		1	1	0	10	7804	1
8612	Screecher Spirit		50	50	0	1	7906	0
8613	Ozzie		26	26	0	7	7907	1
8615	Mithril Dragonling		60	60	0	9	7908	0
8616	Infernal Servant		55	55	0	3	12817	0
8617	Zalashji		45	45	0	7	11253	0
8636	Morta'gya the Keeper		50	50	1	7	7918	0
8637	Dark Iron Watchman		44	45	0	7	7929	0
8656	Hukku's Voidwalker		52	52	0	3	1132	0
8657	Hukku's Succubus		52	52	0	3	4162	0
8658	Hukku's Imp		52	52	0	3	4449	0
8659	Jes'rimon		50	50	0	7	7921	0
8660	The Evalcharr		48	48	4	1	10807	0
8661	Auctioneer Beardo		50	50	0	7	7993	0
8662	Idol Oven Fire Target		1	1	0	2	7804	0.1
8663	Splinterbone Elite		43	44	1	6	5231	1
8664	Saern Priderunner		50	50	0	7	7936	1.25
8665	Shylenai	Owl Trainer	30	30	0	7	7934	0
8666	Lil Timmy	Boy with kittens	5	5	0	7	7935	0
8667	Gusting Vortex		43	45	0	4	8715	0
8668	Felhound Tracker		1	1	0	3	6172	0
8669	Auctioneer Tolon		50	50	0	7	7997	0
8670	Auctioneer Chilton		50	50	0	7	7991	0
8671	Auctioneer Buckler		50	50	0	7	7990	0
8672	Auctioneer Leeka		50	50	0	7	7995	0
8673	Auctioneer Thathung		50	50	0	7	8001	0
8674	Auctioneer Stampi		50	50	0	7	7999	1.35
8675	Felbeast		50	51	0	3	7949	0
8676	World Gnome Engineering Trainer	Gnome Engineering Trainer	10	10	0	7	2590	1
8677	World Goblin Engineering Trainer	Goblin Engineering Trainer	10	10	0	7	1233	1
8678	Jubie Gadgetspring	Engineering Supplier	55	55	0	7	7969	0
8679	Knaz Blunderflame	Engineering Supplies	42	42	0	7	7952	1.15
8680	Massive Infernal		63	63	3	3	7950	0
8681	Outfitter Eric	Speciality Tailoring Supplies	35	35	0	7	7951	1.15
8696	Henry Stern		36	36	0	7	8029	0
8716	Dreadlord		62	62	1	3	10543	0
8717	Felguard Elite		61	61	1	3	7970	0
8718	Manahound		60	60	1	3	6173	0
8719	Auctioneer Fitch		50	50	0	7	7992	0
8720	Auctioneer Redmuse		50	50	0	7	7989	0
8721	Auctioneer Epitwee		50	50	0	7	7994	0
8722	Auctioneer Gullem		50	50	0	7	7998	1.35
8723	Auctioneer Golothas		50	50	0	7	7996	0
8724	Auctioneer Wabang		50	50	0	7	8000	0
8736	Buzzek Bracketswing	Master Engineer	53	53	0	7	8010	0
8737	Linken		40	40	0	7	8012	1.15
8738	Vazario Linkgrease	Master Goblin Engineer	40	40	0	7	8009	0
8756	Raytaf	Loramus's Guardian	50	50	1	3	1913	0
8757	Shahiar	Loramus's Guardian	50	50	1	3	1913	0
8758	Zaman	Loramus's Guardian	50	50	1	3	1913	0
8759	Mosshoof Runner		45	47	0	1	8013	0
8760	Mosshoof Stag		49	50	0	1	2161	0
8761	Mosshoof Courser		52	53	0	1	10957	0
8762	Timberweb Recluse		47	48	0	1	8014	0
8763	Mistwing Rogue		49	50	0	1	12682	0
8764	Mistwing Ravager		52	53	0	1	4269	0
8765	Forest Creeper		50	51	0	10	11140	1
8766	Forest Ooze		52	53	0	10	1306	0
8767	Sah'rhee		30	30	0	7	11573	0
8776	Emerald Dragon Whelp		55	55	0	2	694	0
8777	Seinrick Coulthane	Skinning Trainer	35	35	0	7	8054	1
8796	Swimming Murloc Test		1	1	0	7	441	1
8816	Deathly Usher		50	50	0	7	146	0
8836	Battle Chicken		1	1	0	9	6909	3
8837	Muck Splash		47	49	0	4	5561	0
8856	Tyrion's Spybot		25	25	0	9	1159	0
8876	Sandfury Acolyte		42	44	0	7	6411	0
8877	Sandfury Zealot		44	45	0	7	6423	0
8878	Muuran	Superior Macecrafter	40	40	0	7	8169	1.35
8879	Royal Historian Archesonus		50	50	0	7	8171	0
8880	Mechastrider		1	2	0	9	6569	1
8881	Riding Ram		1	2	0	8	2736	0
8882	Riding Tiger		1	2	0	1	6448	0
8883	Riding Horse		1	2	0	1	2402	0
8884	Skeletal Mount		1	2	0	6	5228	0
8885	Riding Raptor		1	2	0	1	6469	0
8886	Deviate Python		18	19	0	1	8173	0
8887	A tormented voice		50	50	0	7	8175	0
8888	Franclorn Forgewright		60	60	0	7	8698	0
8889	Anvilrage Overseer		48	49	1	7	8754	0
8890	Anvilrage Warden		49	50	1	7	8758	0
8891	Anvilrage Guardsman		50	51	1	7	8750	0
8892	Anvilrage Footman		51	52	1	7	8718	0
8893	Anvilrage Soldier		52	53	1	7	8757	0
8894	Anvilrage Medic		52	53	1	7	8752	0
8895	Anvilrage Officer		53	54	1	7	8753	0
8896	Shadowforge Peasant		52	54	0	7	8793	0
8897	Doomforge Craftsman		52	54	0	7	8803	0
8898	Anvilrage Marshal		54	55	1	7	8751	0
8899	Doomforge Dragoon		54	55	1	7	8820	0
8900	Doomforge Arcanasmith		54	55	0	7	8812	0
8901	Anvilrage Reservist		54	55	0	7	8755	1
8902	Shadowforge Citizen		54	56	0	7	8798	0
8903	Anvilrage Captain		55	56	1	7	8749	0
8904	Shadowforge Senator		55	56	0	7	8825	0
8905	Warbringer Construct		53	54	1	4	8289	0
8906	Ragereaver Golem		54	55	1	4	8177	0
8907	Wrath Hammer Construct		55	56	1	4	8178	0
8908	Molten War Golem		55	56	1	4	8179	0
8909	Fireguard		50	52	1	4	2172	1
8910	Blazing Fireguard		52	54	1	4	1070	0
8911	Fireguard Destroyer		54	56	1	4	5488	0
8912	Twilight's Hammer Torturer		50	51	1	7	8790	0
8913	Twilight Emissary		52	53	1	7	8772	0
8914	Twilight Bodyguard		53	54	1	7	9346	0
8915	Twilight's Hammer Ambassador		54	55	0	7	8778	0
8916	Arena Spectator		52	54	0	7	9069	0
8917	Quarry Slave		46	48	0	7	8891	0
8920	Weapon Technician		54	56	0	7	8894	0
8921	Bloodhound		49	50	0	3	8180	0
8922	Bloodhound Mastiff		54	55	0	3	8181	0
8923	Panzor the Invincible		57	57	2	4	8270	0
8924	The Behemoth		50	50	2	7	8390	0
8925	Dredge Worm		50	52	0	1	8182	0
8926	Deep Stinger		50	52	0	1	7347	0
8927	Dark Screecher		50	52	0	1	1955	1
8928	Burrowing Thundersnout		50	52	0	1	8184	1
8929	Princess Moira Bronzebeard	Princess of Ironforge	58	58	1	7	8705	0
8931	Innkeeper Heather	Innkeeper	30	30	0	7	8185	0
8932	Borer Beetle		50	52	0	1	7470	1
8933	Cave Creeper		50	52	0	1	8014	0
8934	Christopher Hewen	General Trade Goods Vendor	30	30	0	7	8186	0
8935	Paladin 20 AlternateHighDamage		20	20	0	7	282	1
8937	Pet Bomb		1	1	0	7	8189	0.2
8956	Angerclaw Bear		47	48	0	1	9276	0
8957	Angerclaw Grizzly		51	52	0	1	9277	0
8958	Angerclaw Mauler		49	50	0	1	1083	0
8959	Felpaw Wolf		47	48	0	1	4124	0
8960	Felpaw Scavenger		49	50	0	1	9278	0
8961	Felpaw Ravager		51	52	0	1	9280	0
8962	Hilary		1	1	0	7	257	0
8963	Effsee		1	1	0	8	5556	0
8964	Blackrock Drake		50	52	1	2	6374	0
8965	Shawn		1	1	0	7	221	0
8976	Hematos		60	60	2	2	6369	0
8977	Krom'Grul		54	54	0	7	11543	0
8978	Thauris Balgarr		57	57	4	7	11511	0
8979	Gruklash		59	59	4	7	11510	0
8980	Firegut Captain		53	53	0	7	10708	0
8981	Malfunctioning Reaver		56	56	4	4	10802	0
8982	Ironhand Guardian		56	56	1	4	9189	0
8983	Golem Lord Argelmach		57	57	1	7	8759	0
8996	Voidwalker Minion		47	47	0	3	1132	0
8997	Gershala Nightwhisper		20	20	0	7	8229	0
9016	Bael'Gar		54	54	1	5	12162	0
9017	Lord Incendius		55	55	1	4	1204	0
9018	High Interrogator Gerstahn	Twilight's Hammer Interrogator	52	52	1	7	8761	0
9019	Emperor Dagran Thaurissan		59	59	1	7	8807	0
9020	Commander Gor'shak	Kargath Expeditionary Force	54	54	1	7	8703	0
9021	Kharan Mighthammer		52	52	1	7	8708	0
9022	Dughal Stormwing		52	52	1	7	8709	0
9023	Marshal Windsor		52	52	1	7	8707	0
9024	Pyromancer Loregrain		52	52	2	7	8762	1.35
9025	Lord Roccor		51	51	2	4	5781	0
9026	Overmaster Pyron		52	52	1	4	1070	0
9027	Gorosh the Dervish		56	56	1	7	8760	0
9028	Grizzle		54	54	1	7	7873	0
9029	Eviscerator		54	54	1	7	523	0
9030	Ok'thor the Breaker		53	53	1	7	11538	0
9031	Anub'shiah		54	54	1	6	3004	0
9032	Hedrum the Creeper		53	53	1	1	8271	0
9033	General Angerforge		57	57	1	7	8756	0
9034	Hate'rel		55	55	1	6	8690	0
9035	Anger'rel		55	55	1	6	8686	0
9036	Vile'rel		56	56	1	6	8692	0
9037	Gloom'rel		56	56	1	6	8689	0
9038	Seeth'rel		56	56	1	6	8691	0
9039	Doom'rel		57	57	1	6	8687	0
9040	Dope'rel		56	56	1	6	8688	0
9041	Warder Stilgiss		56	56	2	7	9089	0
9042	Verek		55	55	2	3	9019	0
9043	Scarshield Grunt	Scarshield Legion	53	54	1	7	8899	0
9044	Scarshield Sentry	Scarshield Legion	53	54	1	7	8901	0
9045	Scarshield Acolyte	Scarshield Legion	54	55	1	7	8898	0
9046	Scarshield Quartermaster	Scarshield Legion	55	55	2	7	8900	0
9047	Jenal	Ditch Digger	5	5	0	7	8354	0
9056	Fineous Darkvire	Chief Architect	54	54	1	7	8704	0
9076	Ghede		25	25	0	7	8355	1.35
9077	Warlord Goretooth	Kargath Expeditionary Force	60	60	0	7	8331	0
9078	Shadowmage Vivian Lagrave	Kargath Expeditionary Force	58	58	0	7	8330	0
9079	Hierophant Theodora Mulvadania	Kargath Expeditionary Force	58	58	0	7	8332	0
9080	Lexlort	Kargath Expeditionary Force	58	58	0	7	8333	0
9081	Galamav the Marksman	Kargath Expeditionary Force	58	58	0	7	8334	1.35
9082	Thal'trak Proudtusk	Kargath Expeditionary Force	55	55	0	7	8335	0
9083	Razal'blade	Kargath Expeditionary Force	52	52	0	7	8349	0
9084	Thunderheart	Kargath Expeditionary Force	52	52	0	7	8350	1.35
9085	Initiate Amakkar	Kargath Expeditionary Force	52	52	0	7	8351	0
9086	Grunt Gargal	Kargath Expeditionary Force	52	52	0	7	8352	0
9087	Bashana Runetotem		35	35	0	7	8356	1.25
9096	Rage Talon Dragonspawn		58	59	1	2	2554	0
9097	Scarshield Legionnaire	Scarshield Legion	54	55	1	7	9629	0
9098	Scarshield Spellbinder	Scarshield Legion	54	55	1	7	9618	0
9099	Sraaz	Pie Vendor	30	30	0	7	8353	1.15
9116	Eridan Bluewind	Emerald Circle	57	57	0	7	9136	0
9117	J.D. Collie		60	60	0	7	8478	1.15
9118	Larion		51	51	0	7	8413	0
9119	Muigin		51	51	0	7	8430	0
9136	Sha'ni Proudtusk		56	56	0	7	8429	0
9156	Ambassador Flamelash		57	57	1	7	8329	0
9157	Bloodpetal Pest		40	40	0	10	8391	0
9158	Riding Horse (Warhorse)		1	1	0	1	8469	0
9162	Young Diemetradon		49	50	0	1	8510	0
9163	Diemetradon		51	52	0	1	8511	0
9164	Elder Diemetradon		54	55	0	1	8512	0
9165	Fledgling Pterrordax		48	50	0	1	8410	0
9166	Pterrordax		50	52	0	1	8411	1.5
9167	Frenzied Pterrordax		52	54	0	1	8412	0
9176	Gor'tesh		54	54	0	7	11553	0
9177	Oralius		55	55	0	7	8872	0
9178	Burning Spirit		30	30	0	4	4607	0
9179	Jazzrik	Blacksmithing Supplies	38	38	0	7	13050	0
9180	World Event Generator		5	5	0	10	11686	1
9196	Highlord Omokk		59	59	1	7	11565	0
9197	Spirestone Battle Mage		57	58	1	7	11543	0
9198	Spirestone Mystic		55	56	1	7	11579	0
9199	Spirestone Enforcer		54	55	1	7	11577	0
9200	Spirestone Reaver		55	56	1	7	11581	0
9201	Spirestone Ogre Magus		54	55	1	7	11562	0
9216	Spirestone Warlord		57	58	1	7	11582	0
9217	Spirestone Lord Magus		58	58	2	7	11578	0
9218	Spirestone Battle Lord		58	58	2	7	11576	0
9219	Spirestone Butcher		57	57	2	7	11574	0
9236	Shadow Hunter Vosh'gajin		58	58	1	7	9732	0
9237	War Master Voone		59	59	1	7	9733	0
9238	Quentin		40	40	0	7	8449	0
9239	Smolderthorn Mystic		55	56	1	7	9709	0
9240	Smolderthorn Shadow Priest		55	56	1	7	9728	0
9241	Smolderthorn Headhunter		56	57	1	7	9682	0
9256	Farm Chicken		1	1	0	1	304	1
9257	Scarshield Warlock	Scarshield Legion	54	55	1	7	9609	0
9258	Scarshield Raider	Scarshield Legion	55	56	1	7	9637	0
9259	Firebrand Grunt	Firebrand Legion	56	57	1	7	9664	0
9260	Firebrand Legionnaire	Firebrand Legion	57	58	1	7	9660	0
9261	Firebrand Darkweaver	Firebrand Legion	56	57	1	7	9644	0
9262	Firebrand Invoker	Firebrand Legion	56	57	1	7	9648	0
9263	Firebrand Dreadweaver	Firebrand Legion	57	58	1	7	9652	0
9264	Firebrand Pyromancer	Firebrand Legion	57	58	1	7	9656	0
9265	Smolderthorn Shadow Hunter		56	57	1	7	9724	0
9266	Smolderthorn Witch Doctor		56	57	1	7	9719	0
9267	Smolderthorn Axe Thrower		55	56	1	7	9674	0
9268	Smolderthorn Berserker		57	58	1	7	7803	0
9269	Smolderthorn Seer		56	57	1	7	9715	0
9270	Williden Marshal		48	48	0	7	8474	0
9271	Hol'anyee Marshal		45	45	0	7	8476	0
9272	Spark Nilminer		45	45	0	7	8477	0
9273	Petra Grossen		46	46	0	7	8479	0
9274	Dadanga		45	45	0	1	9342	0
9275	Launcher		1	1	0	7	1140	1
9276	Launcher2		1	1	0	7	1140	1
9296	Milly Osworth		2	2	0	7	8489	0
9297	Enraged Wyvern		55	55	0	1	2157	0
9298	Donova Snowden		50	50	0	7	8949	0
9299	Gaeriyan		60	60	0	7	8717	0
9316	Wenikee Boltbucket		19	19	0	7	8630	0
9317	Rilli Greasygob		22	22	0	7	8631	0
9318	Incendosaur		47	49	0	1	8509	0
9319	Houndmaster Grebmar		52	52	1	7	9212	0
9336	Boss Copperplug		19	19	0	7	8569	0
9356	Innkeeper Shul'kar	Innkeeper	30	30	0	7	8633	0
9376	Blazerunner		56	56	1	4	1204	2.5
9377	Swirling Vortex		33	34	0	4	8549	0
9396	Ground Pounder		41	43	0	4	1161	0
9397	Living Storm		47	49	0	4	8716	0
9398	Twilight's Hammer Executioner		55	56	1	7	8706	0
9416	Scarshield Worg	Scarshield Legion	53	54	0	1	11420	0
9417	Sleeping Dragon		60	60	2	2	8574	1
9436	Spawn of Bael'Gar		49	50	0	10	8573	0
9437	Dark Keeper Vorfalk		55	55	1	7	8591	0
9438	Dark Keeper Bethek		55	55	1	7	8592	0
9439	Dark Keeper Uggel		55	55	1	7	8593	0
9441	Dark Keeper Zimrel		55	55	1	7	8594	0
9442	Dark Keeper Ofgut		55	55	1	7	8595	0
9443	Dark Keeper Pelver		55	55	1	7	8596	0
9445	Dark Guard		53	54	1	7	8597	0
9447	Scarlet Warder		53	54	1	7	10376	0
9448	Scarlet Praetorian		56	57	1	7	10395	0
9449	Scarlet Cleric		54	55	1	7	10387	0
9450	Scarlet Curate		55	56	1	7	10398	0
9451	Scarlet Archmage		55	57	1	7	10413	0
9452	Scarlet Enchanter		53	55	1	7	10403	0
9453	Aquementas		54	54	0	4	5564	0
9454	Xavathras		54	54	0	3	2880	0
9456	Warlord Krom'zar		20	20	1	7	4874	0
9457	Horde Defender		15	18	0	7	8649	0
9458	Horde Axe Thrower		15	18	0	7	9578	0
9459	Cyrus Therepentous		55	55	1	2	2552	0
9460	Gadgetzan Bruiser		57	57	0	7	11375	0
9461	Frenzied Black Drake	Cyrus's Minion	54	54	1	2	6374	0
9462	Chieftain Bloodmaw		56	56	0	7	8589	0
9464	Overlord Ror		51	51	0	7	8589	0
9465	Golhine the Hooded	Druid Trainer	60	60	0	7	10738	0
9467	Miblon Snarltooth		50	50	0	7	10642	0
9476	Watchman Doomgrip		55	55	1	7	8655	0
9477	Cloned Ooze		50	52	0	10	4754	0
9496	Gorishi Egg		50	51	0	10	10056	0
9498	Gorishi Grub		48	48	0	10	7572	1
9499	Plugger Spazzring		55	55	1	7	8652	0
9500	Mistress Nagmara		54	54	1	3	2834	0
9501	Innkeeper Adegwa	Innkeeper	30	30	0	7	8634	1.35
9502	Phalanx		55	55	1	4	8177	0
9503	Private Rocknot		52	54	0	7	8654	0
9516	Lord Banehollow		59	59	1	3	8611	0
9517	Shadow Lord Fel'dan		57	57	0	7	10198	0
9518	Rakaiah		56	56	0	3	10191	0
9520	Grark Lorkrub		56	56	1	7	8697	0
9521	Enraged Felbat		55	55	1	1	9074	0
9522	Blackrock Ambusher		54	55	1	7	8699	0
9523	Kolkar Stormseer		15	16	0	7	4871	0
9524	Kolkar Invader		16	17	0	7	1349	0
9525	Freewind Brave		45	45	0	7	7115	1.35
9526	Enraged Gryphon		55	55	1	1	1149	0
9527	Enraged Hippogryph		55	55	0	1	479	0
9528	Arathandris Silversky	Emerald Circle	60	60	0	7	8657	0
9529	Maybess Riverbreeze	Emerald Circle	60	60	0	7	8660	1.25
9536	Maxwort Uberglint		42	42	0	7	8656	0
9537	Hurley Blackbreath		55	55	1	7	8658	0
9538	High Executioner Nuzrak	Kargath Expeditionary Force	60	60	0	7	8664	0
9539	Shadow of Lexlort	Kargath Expeditionary Force	58	58	0	7	8629	0
9540	Enohar Thunderbrew		50	50	0	7	8659	0
9541	Blackbreath Crony		53	53	1	7	8661	0
9542	Franclorn's Spirit		60	60	0	7	8710	1
9543	Ribbly Screwspigot		53	53	1	7	8667	0
9544	Yuka Screwspigot		53	53	0	7	8665	0
9545	Grim Patron		48	52	0	7	8673	0
9546	Raschal the Courier		42	42	0	7	9026	0
9547	Guzzling Patron		48	52	0	7	8678	0
9548	Cawind Trueaim	Gunsmith & Bowyer	52	52	0	7	8666	1.35
9549	Borand	Bowyer	30	30	0	7	8668	0
9550	Furmund		41	41	0	7	8669	1.35
9551	Starn	Gunsmith & Bowyer	37	37	0	7	8670	1.35
9552	Zanara	Bowyer	43	43	0	7	8671	0
9553	Nadia Vernon	Bowyer	20	20	0	7	8672	0
9554	Hammered Patron		48	52	1	7	8681	0
9555	Mu'uta	Bowyer	35	35	0	7	8677	0
9556	Felhound Minion		54	55	0	3	7949	1
9557	[UNUSED] dun garok test		50	50	0	7	3875	1
9558	Grimble	Shipmaster	45	45	0	7	8846	0
9559	Grizzlowe	Shipmaster	45	45	0	7	8847	0
9560	Marshal Maxwell		55	55	0	7	8685	0
9561	Jalinda Sprig		57	57	0	7	8693	1.15
9562	Helendis Riverhorn		55	55	0	7	8694	0
9563	Ragged John		57	57	0	7	8696	0
9564	Frezza	Zeppelin Master	45	45	0	7	8848	0
9565	Mayara Brightwing		57	57	0	7	8695	0
9566	Zapetta	Zeppelin Master	45	45	0	7	8849	0
9567	Test Stable Master		50	50	0	7	4617	1
9568	Overlord Wyrmthalak		60	60	1	2	8711	0
9576	Stormwind Talent Master	Talent Master	50	50	0	7	8764	1
9577	[UNUSED] Gorilla Test		25	25	0	1	842	1
9578	Ironforge Talent Master	Talent Master	50	50	0	7	8763	1
9579	Darnassus Talent Master	Talent Master	50	50	0	7	8765	1
9580	Orgrimmar Talent Master	Talent Master	50	50	0	7	8766	1
9581	Thunder Bluff Talent Master	Talent Master	50	50	0	7	8767	1
9582	Undercity Talent Master	Talent Master	50	50	0	7	8768	1
9583	Bloodaxe Veteran	Bloodaxe Legion	58	59	1	7	9633	0
9584	Jalane Ayrole	Master Shadoweave Tailor	45	45	0	7	8809	0
9596	Bannok Grimaxe	Firebrand Legion Champion	59	59	2	7	9668	0
