class,spell_id,name,rank,school,cast_type,cast_time_ms,duration_ms,speed,effect_ids,aura_ids,implicit_targets_a,implicit_targets_b,effect_misc_values,effect_item_types,visual_id,precast_kit,precast_animation,precast_models,cast_kit,cast_animation,cast_models,impact_kit,impact_animation,impact_models,state_kit,state_animation,state_models,channel_kit,channel_animation,channel_models,missile_model,coverage
"Mage",11416,"Portal: Ironforge","",6,CAST_TIME,10000,60000,0,"50|0|0","0|0|0","47|0|0","0|0|0","176497|0|0","0|0|0",2738,2065,52,"patch.MPQ:Spells\RitualSummoning_PreCast_Base.m2|patch.MPQ:Spells\Magic_PreCast_Hand.m2",1486,124,"patch.MPQ:Spells\RitualSummoning_PreCast_Base.m2|patch.MPQ:Spells\Shadow_Precast_Low_Hand.m2",0,,"",0,,"",729,124,"patch.MPQ:Spells\Magic_PreCast_Hand.m2","",MEASURED
"Mage",11419,"Portal: Darnassus","",6,CAST_TIME,10000,60000,0,"50|0|0","0|0|0","47|0|0","0|0|0","176498|0|0","0|0|0",2254,2065,52,"patch.MPQ:Spells\RitualSummoning_PreCast_Base.m2|patch.MPQ:Spells\Magic_PreCast_Hand.m2",1486,124,"patch.MPQ:Spells\RitualSummoning_PreCast_Base.m2|patch.MPQ:Spells\Shadow_Precast_Low_Hand.m2",0,,"",0,,"",729,124,"patch.MPQ:Spells\Magic_PreCast_Hand.m2","",MEASURED
"Mage",12051,"Evocation","",6,CHANNEL,0,8000,0,"6|6|0","110|134|0","1|1|0","0|0|0","0|0|0","0|0|0",2756,0,,"",0,,"",0,,"",0,,"",2489,125,"patch.MPQ:Spells\CycloneWater_State.m2|patch.MPQ:Spells\Lightning_PreCast_Low_Hand.m2","",MEASURED
"Mage",12484,"Chilled","Rank 1",4,INSTANT,0,1500,0,"6|0|0","33|0|0","6|0|0","0|0|0","0|0|0","0|0|0",2640,0,,"",0,,"",0,,"",2469,,"patch.MPQ:Spells\Ice_Precast_Uber_Head.m2",0,,"","",MEASURED
"Mage",12485,"Chilled","Rank 2",4,INSTANT,0,1500,0,"6|0|0","33|0|0","6|0|0","0|0|0","0|0|0","0|0|0",2640,0,,"",0,,"",0,,"",2469,,"patch.MPQ:Spells\Ice_Precast_Uber_Head.m2",0,,"","",MEASURED
"Mage",12486,"Chilled","Rank 3",4,INSTANT,0,1500,0,"6|0|0","33|0|0","6|0|0","0|0|0","0|0|0","0|0|0",2640,0,,"",0,,"",0,,"",2469,,"patch.MPQ:Spells\Ice_Precast_Uber_Head.m2",0,,"","",MEASURED
"Mage",12536,"Clearcasting","",6,INSTANT,0,15000,0,"6|0|0","108|0|0","1|0|0","0|0|0","14|0|0","0|0|0",2736,0,,"",0,,"",2470,,"patch.MPQ:Spells\Clearcasting_Impact_Chest.m2",0,,"",0,,"","",MEASURED
"Mage",12654,"Ignite","",2,INSTANT,0,4000,0,"6|0|0","3|0|0","6|0|0","0|0|0","0|0|0","0|0|0",2638,0,,"",0,,"",76,,"patch.MPQ:Spells\Immolate_Impact_Chest.m2",235,,"patch.MPQ:Spells\Immolate_State_Base.m2",0,,"","",MEASURED
"Mage",12824,"Polymorph","Rank 2",6,CAST_TIME,1500,30000,0,"6|6|108","5|56|0","6|6|6","0|0|0","0|16372|21","0|0|0",131,266,52,"patch.MPQ:Spells\Magic_PreCast_Hand.m2",730,53,"patch.MPQ:Spells\Magic_Cast_Hand.m2",230,,"patch.MPQ:Spells\Polymorph_Impact_Base.m2",0,,"",0,,"","",MEASURED
"Mage",12825,"Polymorph","Rank 3",6,CAST_TIME,1500,40000,0,"6|6|108","5|56|0","6|6|6","0|0|0","0|16372|21","0|0|0",131,266,52,"patch.MPQ:Spells\Magic_PreCast_Hand.m2",730,53,"patch.MPQ:Spells\Magic_Cast_Hand.m2",230,,"patch.MPQ:Spells\Polymorph_Impact_Base.m2",0,,"",0,,"","",MEASURED
"Mage",12826,"Polymorph","Rank 4",6,CAST_TIME,1500,50000,0,"6|6|108","5|56|0","6|6|6","0|0|0","0|16372|21","0|0|0",131,266,52,"patch.MPQ:Spells\Magic_PreCast_Hand.m2",730,53,"patch.MPQ:Spells\Magic_Cast_Hand.m2",230,,"patch.MPQ:Spells\Polymorph_Impact_Base.m2",0,,"",0,,"","",MEASURED
"Mage",20600,"Perception","Racial",0,INSTANT,0,20000,0,"6|0|0","17|0|0","1|0|0","0|0|0","0|0|0","0|0|0",5727,0,,"",4012,,"patch.MPQ:spells\presenceofmind_cast_base.m2",0,,"",0,,"",0,,"","",MEASURED
"Mage",21651,"Opening","",0,CAST_TIME,10000,0,0,"33|0|0","0|0|0","23|0|0","0|0|0","17|0|0","0|0|0",6139,358,123,"",0,,"",0,,"",0,,"",0,,"","",MEASURED
"Mage",21652,"Closing","",0,CAST_TIME,10000,0,0,"33|0|0","0|0|0","23|0|0","0|0|0","18|0|0","0|0|0",6139,358,123,"",0,,"",0,,"",0,,"",0,,"","",MEASURED
"Mage",22027,"Remove Insignia","",0,CAST_TIME,1000,0,0,"116|0|0","0|0|0","0|0|0","0|0|0","0|0|0","0|0|0",0,0,,"",0,,"",0,,"",0,,"",0,,"","",NOT-PRESENT
"Mage",22782,"Mage Armor","Rank 2",6,INSTANT,0,1800000,0,"6|6|0","22|134|0","1|1|0","0|0|0","126|0|0","0|0|0",284,266,52,"patch.MPQ:Spells\Magic_PreCast_Hand.m2",267,54,"patch.MPQ:Spells\Magic_Cast_Hand.m2",440,,"patch.MPQ:Spells\MageArmor_Impact_Head.m2",0,,"",0,,"","",MEASURED
"Mage",22783,"Mage Armor","Rank 3",6,INSTANT,0,1800000,0,"6|6|0","22|134|0","1|1|0","0|0|0","126|0|0","0|0|0",284,266,52,"patch.MPQ:Spells\Magic_PreCast_Hand.m2",267,54,"patch.MPQ:Spells\Magic_Cast_Hand.m2",440,,"patch.MPQ:Spells\MageArmor_Impact_Head.m2",0,,"",0,,"","",MEASURED
"Mage",22810,"Opening - No Text","",0,CAST_TIME,5000,0,0,"33|0|0","0|0|0","23|0|0","0|0|0","13|0|0","0|0|0",327,305,141,"",0,,"",0,,"",0,,"",0,,"","",MEASURED
"Mage",23028,"Arcane Brilliance","Rank 1",6,INSTANT,0,3600000,0,"6|0|0","29|0|0","37|0|0","0|0|0","3|0|0","0|0|0",158,0,,"",267,54,"patch.MPQ:Spells\Magic_Cast_Hand.m2",254,,"patch.MPQ:Spells\ArcaneIntellect_Impact_Base.m2",0,,"",0,,"","",MEASURED
"Mage",24530,"Felfire","",2,INSTANT,0,0,0,"2|0|0","0|0|0","6|0|0","0|0|0","0|0|0","0|0|0",143,0,,"",38,53,"patch.MPQ:Spells\Fire_Cast_Hand.m2",728,9,"patch.MPQ:Spells\Fire_ImpactDD_Chest.m2",0,,"",0,,"","",MEASURED
"Mage",25304,"Frostbolt","Rank 11",4,CAST_TIME,3000,9000,28,"6|2|0","33|0|0","6|6|0","0|0|0","0|0|0","0|0|0",13,194,51,"patch.MPQ:Spells\Ice_Precast_Low_Hand.m2",202,53,"patch.MPQ:Spells\Ice_Precast_Low_Hand.m2",4991,9,"patch.MPQ:Spells\Ice_ImpactDD_Med_Chest.m2",3531,,"patch.MPQ:Spells\Ice_Precast_Uber_Head.m2",0,,"","patch.MPQ:Spells\Frostbolt.m2",MEASURED
"Mage",25306,"Fireball","Rank 12",2,CAST_TIME,3500,8000,24,"2|6|0","0|3|0","6|6|0","0|0|0","0|0|0","0|0|0",67,30,51,"patch.MPQ:Spells\Fire_Precast_Hand.m2",38,53,"patch.MPQ:Spells\Fire_Cast_Hand.m2",286,9,"patch.MPQ:Spells\MoltenBlast_Impact_Chest.m2",0,,"",0,,"","patch.MPQ:Spells\Fireball_Missile_Low.m2",MEASURED
"Mage",25345,"Arcane Missiles","Rank 8",6,CHANNEL,0,5000,0,"6|6|0","23|4|0","1|6|0","0|0|0","0|0|0","0|0|0",262,0,,"",0,,"",0,,"",0,,"",729,124,"patch.MPQ:Spells\Magic_PreCast_Hand.m2","",MEASURED
"Mage",28270,"Polymorph: Cow","",6,CAST_TIME,1500,50000,0,"6|6|108","5|56|0","6|6|6","0|0|0","0|16779|21","0|0|0",7624,266,52,"patch.MPQ:Spells\Magic_PreCast_Hand.m2",267,54,"patch.MPQ:Spells\Magic_Cast_Hand.m2",6602,,"patch.MPQ:Spells\Polymorph_Impact_Base.m2",0,,"",0,,"","",MEASURED
"Mage",28271,"Polymorph: Turtle","",6,CAST_TIME,1500,50000,0,"6|6|108","5|56|0","6|6|6","0|0|0","0|16377|21","0|0|0",7583,266,52,"patch.MPQ:Spells\Magic_PreCast_Hand.m2",730,53,"patch.MPQ:Spells\Magic_Cast_Hand.m2",6578,,"patch.MPQ:Spells\Polymorph_Impact_Base.m2",0,,"",0,,"","",MEASURED
"Mage",28272,"Polymorph: Pig","",6,CAST_TIME,1500,50000,0,"6|6|108","5|56|0","6|6|6","0|0|0","0|16371|21","0|0|0",606,266,52,"patch.MPQ:Spells\Magic_PreCast_Hand.m2",730,53,"patch.MPQ:Spells\Magic_Cast_Hand.m2",688,,"patch.MPQ:Spells\Polymorph_Impact_Base.m2",0,,"",0,,"","",MEASURED
"Mage",28609,"Frost Ward","Rank 5",4,INSTANT,0,30000,0,"6|6|0","69|74|0","1|1|0","0|0|0","16|16|0","0|0|0",291,197,52,"patch.MPQ:Spells\Ice_Precast_Low_Hand.m2|patch.MPQ:Spells\Ice_Precast_Med_Hand.m2",205,54,"patch.MPQ:Spells\Ice_Precast_Med_Hand.m2",450,,"patch.MPQ:Spells\FrostWard_Impact_Chest.m2",0,,"",0,,"","",MEASURED
"Mage",28612,"Conjure Food","Rank 7",6,CAST_TIME,3000,0,0,"24|0|0","0|0|0","1|0|0","0|0|0","0|0|0","22895|0|0",563,403,123,"patch.MPQ:Spells\ConjureItemCast.m2",655,,"patch.MPQ:Spells\ConjureItemCast.m2",0,,"",0,,"",0,,"","",MEASURED
