[combat] time=0.222 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x0096;bytes=86;hex=0A0000000000000000000000004400000057656C636F6D6520746F20576F726C64206F66205761726372616674210A506174636820312E31323A204472756D73206F6620576172206973206E6F77206C697665210000
[combat] time=0.223 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x01CB;bytes=14;hex=474D206D6F6465206973204F4E00
[combat] time=0.223 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x01CB;bytes=31;hex=596F7520617265206E6F7720696E76697369626C65202872616E6B20362900
[action] time=0.236 slot=0 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.237 slot=1 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.237 slot=2 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.237 slot=3 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.237 slot=4 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.237 slot=5 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.237 slot=6 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.237 slot=7 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.237 slot=8 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.237 slot=9 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.237 slot=10 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.237 slot=11 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[combat] time=0.245 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=Welcome_to_World_of_Warcraft!Patch_1.12:_Drums_of_War_is_now_live!
[combat] time=0.429 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=GM_mode_is_ON
[combat] time=0.429 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=You_are_now_invisible_(rank_6)
[portrait] time=9.941 subject=Player outcome=Ready camera=Authored authoredRetried=False subjectPx=42354 rgb=0..255 alpha=180..255 pieces=11 displayId=0 bindPoseHeight=2.0352 eyeHeight=0.0000 distance=0.0000 fovyDeg=27.0000 near=0.2222
[combat] time=10.491 event=GmChatWire cause=client-send target=0x0000000000000000 detail=opcode=0x0095;bytes=44;hex=00000000070000002E676F2078797A202D383934392E3935202D3133322E3439332038332E35333132203000
[combat] time=10.491 event=GmCommand cause=live-bootstrap target=0x0000000000000000 detail=sent=True;text=.go_xyz_-8949.95_-132.493_83.5312_0
[anim] time=18.975 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.975 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.992 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.992 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.009 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.024 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.025 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.025 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.042 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.042 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.058 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.058 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.075 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.075 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.091 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.091 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.108 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.108 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.125 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.125 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.142 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.142 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.158 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.158 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.175 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.175 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.192 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.192 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.208 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.208 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.225 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.225 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.241 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.242 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.258 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.258 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.275 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.275 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.292 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.292 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.309 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.324 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.325 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.325 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.341 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.341 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.358 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.358 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.375 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.375 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.392 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.392 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.409 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.409 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.425 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.425 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.442 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.442 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.459 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.459 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.475 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.475 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.492 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.492 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.509 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.509 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.526 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.526 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.542 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.542 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.559 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.559 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.575 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.575 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.592 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.592 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.609 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.624 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.626 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.626 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.642 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.642 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.659 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.659 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.676 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.676 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.692 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.692 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.709 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.709 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.726 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.726 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.742 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.742 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.759 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.759 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.776 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.776 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.792 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.792 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.809 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.809 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.826 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.826 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.842 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.842 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.859 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.859 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.875 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.875 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.892 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.892 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.909 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.924 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.926 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.926 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.942 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.942 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.959 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.959 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.976 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.976 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=19.992 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=19.992 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.009 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.009 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.026 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.026 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.042 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.042 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.059 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.059 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.076 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.076 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.092 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.092 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.109 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.109 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.126 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.126 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.143 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.143 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.159 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.159 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.176 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.176 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.192 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.192 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.209 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.224 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.226 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.226 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.243 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.243 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.259 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.259 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.276 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.276 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.292 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.292 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.309 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.309 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.326 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.326 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.343 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.343 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.359 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.360 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.376 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.376 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.393 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.393 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.409 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.409 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.426 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.426 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.443 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.443 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.459 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.459 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.476 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.476 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.493 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.493 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.509 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.525 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.527 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.527 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.543 unit=creature:10913 track=0 requested=4 played=4 kind=Exact
[anim] time=20.543 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.543 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.559 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.559 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.576 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.576 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.593 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.593 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.609 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.609 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.626 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.626 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.643 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.643 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.660 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.660 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.676 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.676 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.693 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.693 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.709 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.710 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.726 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.726 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.743 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.743 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.760 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.760 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.777 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.777 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.793 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.793 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.810 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.825 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.827 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.827 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.843 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.843 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.860 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.860 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.876 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.876 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.893 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.893 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.910 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.910 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.926 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.926 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.943 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.943 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.960 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.960 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.977 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.977 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=20.993 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=20.993 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.010 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.010 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.026 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.026 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.043 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.043 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.060 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.060 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.076 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.076 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.093 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.093 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.110 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.125 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.127 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.127 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.143 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.143 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.160 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.160 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.177 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.177 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.193 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.193 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.210 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.210 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.227 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.227 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.243 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.243 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.260 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.260 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.276 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.276 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.293 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.293 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.310 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.310 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.327 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.327 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.343 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.343 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.360 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.360 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.377 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.377 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.393 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.393 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.410 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.426 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.428 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.428 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.443 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.443 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.460 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.460 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.477 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.477 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.494 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.494 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.511 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.511 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.511 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=21.527 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.527 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.543 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=21.544 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=21.560 unit=creature:328 track=0 requested=4 played=4 kind=Exact
